,X,X_id,date_publish,language,source_domain,url,month,year,language_translated,maintext_translated,title_translated,country,sarah_russia_related,sarah_russia_sentiment,sarah_topic,donald_russia_related,donald_sentiment_recoding,donald_topic,agree_russia,agree_sentiment,agree_topic,GPT_Russian_Involvement,GPT_Sentiment,GPT_Topic,GPT_Agreement_Russian_Involvement,GPT_Agreement_Sentiment,GPT_Agreement_Topic,GPT_Russian_Involvement,GPT_Sentiment,GPT_Topic,GPT_Agree_R,GPT_Agree_S,GPT_Agree_T
40,4441,62b0de1313a27197c92e0770,4/22/2022 12:27,sr,danas.rs,https://www.danas.rs/svet/region/komersant-dps-ponovo-postaje-jedna-od-kljucnih-snaga-u-crnoj-gori/,4,2022,en,"An agreement has been reached in Montenegro on the formation of a minority government, and although it will not include President Milo Djukanovic's Democratic Party of Socialists (DPS), the government can only exist with its support, writes today's Moscow daily Kommersant. In 2020, she was in power for 30 years \""again becoming one of the key forces in the country. Citing unnamed Western diplomatic sources, the paper states that this was significantly influenced by the current Ukrainian crisis. Kommersant writes that the leader of the\"" pro-Western movement It took Dritan Abazovic almost three months d",Kommersant: DPS is once again becoming one of the key forces in Montenegro,Serbia,no,0,political,no,0,political,TRUE,TRUE,TRUE,yes,0,political,FALSE,TRUE,TRUE,no,0,political,FALSE,TRUE,TRUE
41,2491,641ba33dddef10c074c255ab,5/23/2022 9:31,ru,timpul.md,,5,2022,en,"Among the myths of the Russian Middle Ages, the biggest fairy is the image of Alexander ""Nevsky."" Although it was canonized by the Kundya Orthodox Church, in fact, in the history of Moscow-Russia there is no prince who worked more in Ordu than Prince Alexander.","""Holy"" Alexander ""Nevsky"" was actually a satrap who killed Christians on the orders of Han Batya.",Moldova,yes,0,culture,yes,0,culture,TRUE,TRUE,TRUE,yes,-1,culture,TRUE,FALSE,TRUE,yes,-1,culture,TRUE,TRUE,TRUE
42,2704,64f790c7bed4296e79dd938d,5/27/2022 10:57,en,kyivindependent.com,https://kyivindependent.com/russians-say-occupied-parts-of-kherson-and-zaporizhzhia-oblasts-will-switch-to-russian-phone-code/,5,2022,en,"Kremlin-controlled news agency Ria Novosti reported, citing Russian occupiers in the regions, that a new mobile operator has begun working in the occupied territories and is now switching to the Russian telephone code +7.",Russians say occupied parts of Kherson and Zaporizhzhia oblasts will switch to Russian phone code.,Ukraine,yes,0,political,yes,0,political,TRUE,TRUE,TRUE,yes,0,other,TRUE,TRUE,FALSE,yes,0,other,TRUE,TRUE,TRUE
43,630,61e9ae1df07471d9945a4049,1/7/2022 22:45,sq,panorama.com.al,http://www.panorama.com.al/shtepia-e-bardhe-hedh-poshte-njoftimet-per-terheqjen-e-mundshme-te-forcave-amerikane-nga-evropa-lindore/,1,2022,en,"The White House dismissed reports that the US administration is looking into the possibility of withdrawing American forces from Eastern Europe, ahead of talks with Russia next week. A White House official made the clarification in response to a request from the Voice of America, as the NBC News network announced on Friday that American officials are willing to propose discussions on reducing US and Russian troop distributors and military exercises in Eastern Europe, if Moscow shows that it is serious for negotiations.",The White House rejects reports of possible withdrawal of American forces from Eastern Europe,Albania,yes,0,military,yes,0,military,TRUE,TRUE,TRUE,no,0,military,FALSE,TRUE,TRUE,yes,0,military,FALSE,TRUE,TRUE
44,2978,632aedeff0f033903a31599d,5/16/2022 19:01,hu,168.hu,https://168.hu/kulfold/putyint-surgosseggel-korhazba-kellett-szallitani-235183,5,2022,en,"On Monday, the Italian president La Stampa wrote that the Russian president had to be rushed to the hospital, which was immediately operated on because of a suspected cancer.... According to the Italian newspaper, several sources claim that the politician suffers from blood cancer.",Putin had to be rushed to the hospital.,Hungary,yes,0,political,yes,0,other,TRUE,TRUE,FALSE,yes,0,other,TRUE,TRUE,TRUE,yes,0,other,TRUE,TRUE,TRUE
45,3331,6295f140dbbe6f20571708d9,5/16/2022,hy,168.am,https://168.am/2022/05/16/1703325.html,5,2022,en,"On 16 May, Nicole Pashina visited the Russian Embassy. Nicole Pashina will attend a meeting of the heads of the U.S. government in Moscow, Kermel.",Nicole Pashana has visited Moscow on a business trip,Armenia,yes,0,political,yes,0,political,TRUE,TRUE,TRUE,yes,0,political,TRUE,TRUE,TRUE,yes,0,other,TRUE,TRUE,FALSE
46,667,627d75f6dd894d3c8b3d27fe,3/3/2022 8:29,tr,posta.com.tr,https://web.archive.org/web/20220326092958/https://www.posta.com.tr/dunya/almanya-rus-milyarder-usmanovun-yatina-el-koydu-yaptirim-karari-2444147,3,2022,en,"After Russia's Ukrainian campaign, countries continue to take sanctions against Russia, Germany, Russia's billionaire Alisher Usmanov's 600...",Germany has seized the yacht of Russian billionaire Usmanov!,Turkey,yes,-1,economic,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE
47,2346,628406a6d8c6f4df88668626,3/30/2022 20:50,tr,sozcu.com.tr,https://www.sozcu.com.tr/2022/dunya/slovakya-35-rus-diplomati-sinir-disi-etti-7044071/,3,2022,en,"Slovakia has deported 35 Russian diplomats. Slovakia's Ministry of Foreign Affairs has announced that Slovakia has decided to deport 35 diplomats from the country's Russian Embassy in Bratislava. Grow up the articles. It is standard size. Following the Netherlands and Belgium, Russian diplomats were deported. Slovak Foreign Ministry has announced that Slovakia has decided to deport 35 diplomats from Russia's Bratislava Embassy in the country.",Slovakia deports 35 Russian diplomats,Turkey,yes,-1,political,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,TRUE
48,7703,62d84c5e485b7d360a52d4e8,6/29/2022 17:49,ru,pravda.com.ua,https://www.pravda.com.ua/news/2022/06/29/7355435/,6,2022,en,"The Russian barbarians destroyed the criminological truth of the head of the Ukry's GUR, Kyril Boudanov, through the nibito threat of a terrorist attack in the Russian Federation.",The Russians destroyed the right of the head of the Ukryni Budanov.,Ukraine,yes,-1,military,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE
49,4138,64f78f9ebed4296e79dd9227,6/6/2022 5:58,en,kyivindependent.com,https://kyivindependent.com/russian-governor-claims-border-village-fired-upon/,6,2022,en,Kursk Oblast Governor Roman Starovoit claimed that the village of Tyotkino in Russia’s western Kursk region came under fire early on June 6. Starovoit reported via Telegram app that a bridge and some local businesses were hit. There is no immediate information about casualties.,Russian governor claims border village fired upon.,Ukraine,yes,0,military,yes,0,military,TRUE,TRUE,TRUE,yes,0,political,TRUE,TRUE,FALSE,yes,0,military,TRUE,TRUE,FALSE
50,1474,629bcb0cf1f860762878355c,11/3/2021,hy,1in.am,https://www.1in.am/3025780.html,11,2021,en,"Before Russia’s foreign operations, Sergei Lavroo had a telephone call with Jane Bouthamo, president of the United States.",Goodness in Making Return Visits,Armenia,yes,0,political,yes,0,political,TRUE,TRUE,TRUE,yes,0,political,TRUE,TRUE,TRUE,yes,0,other,TRUE,TRUE,FALSE
51,8151,65124044582564317fd0c667,5/24/2022 20:55,sq,botasot.info,https://www.botasot.info/bota/1816613/paraardhesi-vdiq-ne-menyre-misterioze-putin-promovon-truprojen-ne-postin-e-larte-kush-eshte-njeriu-pa-fytyre-qe-merr-drejtimin-e-hellip/,5,2022,en,"Vladimir Putin has promoted his former personal bodyguard to the post of the new Kremlin Emergency Minister, several months after his predecessor was ousted mysteriously from a waterfall.Major General Alexander Kurenkov, 49, proposed today by Putin, is the sixth bodyguard of the Russian president to be appointed to the top post of government.The last man to hold this post was Yevgeny Zinic.","The predecessor died mysteriously, Putin promoted the bodyguard to the top position.",Kosovo,yes,-1,military,yes,-1,political,TRUE,TRUE,FALSE,yes,0,political,TRUE,FALSE,TRUE,yes,0,political,TRUE,TRUE,TRUE
52,4446,632a76d06213d6bff6b6cbbf,8/29/2022,hy,168.am,https://168.am/2022/08/29/1755392.html,8,2022,en,"The rapporteurs thanked each other for the 25th anniversary of the social, cooperation and mutual assistance agreement between Ireland and Russia, which is complete today.",Nicole Pashana had a telephone call with Vladimir Putin,Armenia,yes,1,political,yes,1,political,TRUE,TRUE,TRUE,yes,0,political,TRUE,FALSE,TRUE,yes,1,political,TRUE,FALSE,TRUE
53,713,63da97f25656748c1e20a254,2/26/2022,hu,hvg.hu,https://hvg.hu/vilag/20220226_kijev_kepgaleria,2,2022,en,"Burned cars, locals preparing to fight - our colleague Ádám Bihari revealed that the Kievers would not give up their city.The trails of the early battles throughout Kiev - our report from the Ukrainian capitalWe were at the site of the attack at the important transport hub of the city.",This is what Kiev looks like after a series of Russian attacks in the morning - our gallery from the scene,Hungary,yes,-1,military,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE
54,2446,628c821280d31e443315eeaa,3/10/2022 9:04,hy,azatutyun.am,https://www.azatutyun.am/a/31746067.html,3,2022,en,"One of the largest companies in the United States, Amazon, has stopped the production of goods by Russia and Belarus. This is what is happening on the company's website. The Amazon Web Services service has also been refused to register new uses.",Amazon is stopping the production of food in Russia and Belarus.,Armenia,yes,0,economic,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE
55,1866,632ce1b52cc5f09f0ab4efb5,6/19/2022 15:50,hu,demokrata.hu,https://demokrata.hu/vilag/ukran-vesztesegekrol-szamolt-be-az-orosz-katonai-szovivo-546437/,6,2022,en,"Lt. Igor Konasenkov, spokesperson of the Russian Ministry of Defence, reported on a calibration strike demanding the lives of more than half a hundred Ukrainian generals and officers. Konasenkov said that at Severodoneck he released the village of Metyelkine with Russian support.",Ukrainian losses reported by Russian military spokesman,Hungary,yes,0,military,yes,0,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,FALSE,TRUE,yes,0,military,TRUE,FALSE,TRUE
56,142,632cbc8e12cdeb858345bea9,10/14/2021 14:40,hu,24.hu,https://24.hu/kulfold/2021/10/14/szijjarto-peter-szputnyik-v-vakcina-technoligia-atadas/,10,2021,en,"The Hungarian Foreign Minister made the big announcement in Moscow. The vaccine factory in Debrecen will be able to produce a Russian vaccine, which may once be recognised by the WHO. There is still no way to know when Sputnik-V will have an EU license. The new Sputnik V will be ready, but will not be used yet. A political agreement has been reached that Hungary will receive the technology needed to produce the Russian Sputnik Crown Virus vaccine this year.",Szijjártó: Russians hand over Sputnik technology,Hungary,yes,1,other,yes,1,other,TRUE,TRUE,TRUE,yes,0,other,TRUE,FALSE,TRUE,yes,1,other,TRUE,FALSE,TRUE
57,3664,62aa310aeafeb46f0976038a,6/3/2022 10:17,tr,sozcu.com.tr,https://www.sozcu.com.tr/2022/dunya/rusyanin-ukrayna-isgali-100uncu-gune-girerken-donbasta-catismalar-siddetleniyor-7172110/,6,2022,en,"As the Russian invasion of Ukraine entered into the 100th day of the Ukrainian occupation, the conflict rages in Donbas. The Ukrainian invasion of Ukraine, which began on February 24th and led to the turning of the world's eyes to the region, has been going on for 100 days. The war, which has led to great destruction, has increased its violence in the country's eastern part of the country. Ukrainian President Zelanskiy, who said 20 per cent","As Russia's Ukrainian occupation enters the 100th day, the conflict is raging in Donbas.",Turkey,yes,-1,military,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE
58,2843,651257a2582564317fd0fe6b,2/28/2022 13:17,sq,botasot.info,https://www.botasot.info/evrope-bota/1769267/putini-eshte-futur-ne-cep-dhe-tani-eshte-me-i-rrezikshem/,2,2022,en,"Russian President Vladimir Putin is now in the corner and this is dangerous.This long-planned invasion of his neighbour is not going according to his predictions, although his forces are making some progress in the south, writes BBC.Across Ukraine's borders, the international reaction has been much faster and tougher than he would expect, causing serious damage to the Russian economy, a situation that could end by threatening his authority in the country.",Putin's in the corner and is now more dangerous.,Kosovo,yes,-1,military,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,FALSE,yes,-1,political,TRUE,TRUE,TRUE
59,92,63c4d263547bacb5990b4d8d,9/30/2021,ru,caravan.kz,https://www.caravan.kz/news/putinceva-vyshla-v-polufinal-astana-open-wta-250-777098/,9,2021,en,"In the quarter-final match, she met Anastasia Gasanova, handed over the press service to the FPCC, and they never met before, but the Russian woman was not a light rival. In the second round, she kicked out the 77th racket of the world, the Croatian Anja Conyuch.",Putin was in the semi-finals of Astana Open WTA 250.,Kazakhstan,yes,1,culture,yes,1,culture,TRUE,TRUE,TRUE,no,0,culture,FALSE,FALSE,TRUE,yes,0,culture,FALSE,TRUE,TRUE
60,738,63e5f6919e33bcc0ca843085,10/30/2021 3:40,ru,zerkalo.az,https://zerkalo.az/mid-rf-otreagiroval-na-soobshhenie-o-plenenii-37-rossiyan-soldatami-vsu/,10,2021,en,"The Russian Ministry of Foreign Affairs responded to a report about the capture by Ukrainian military of 37 Russian citizens in the village of Staromaryevka of Donetsk province, a statement published on the website of the foreign policy department. ""The citizens with Russian and DNR passports have seized these documents and their owners have been subjected to violent acts, even causing armed escalation, which was discussed at a meeting of the contact group on 27 October. Fortunately, only buildings were damaged during the shelling",The Ministry of Foreign Affairs of the Russian Federation responded to a report of the capture of 37 Russian soldiers by the U.S.A.,Azerbaijan,yes,1,military,yes,1,military,TRUE,TRUE,TRUE,yes,0,military,TRUE,FALSE,TRUE,yes,-1,military,TRUE,FALSE,TRUE
61,1303,632a91e7f0f033903a310759,3/14/2022 12:20,hu,168.hu,https://168.hu/kulfold/a-kovetkezo-2-3-het-meghatarozo-lesz-ukrajna-szamara-229316,3,2022,en,"It is now very important for Ukraine to receive assistance from international partners in the field of air defense. The Russian army is taking new steps in the war with Ukraine. Vadim Denishenko's Ukrainian Interior Minister's advisor made the statement to a Ukrainian TV, mentioning that ""the next 2-3 weeks will be decisive for Ukraine."" Denishenko mentioned that Russian soldiers are doing everything to take over the city of Mariupol.",The next 2-3 weeks will be decisive for Ukraine,Hungary,yes,0,military,yes,-1,military,TRUE,TRUE,TRUE,yes,0,military,TRUE,FALSE,TRUE,yes,-1,military,TRUE,FALSE,TRUE
62,898,63eff7bf599acbef00cf83dd,5/17/2022,az,abzas.org,https://abzas.org/2022/5/yerevan-az%C9%99rbaycanin-5-b%C9%99ndlik-t%C9%99klifin%C9%99-6-b%C9%99ndlik-cavabini-aciqlayib/,5,2022,en,"The Armenian side announced the important points for the start of peace talks, and Yerevan responded to the five-point proposal presented by the Azerbaijani side. Ambassador for Special Tasks Edmon Marukyan presented six points of the document drafted in Russian on the air of Armenian Public Television.
According to the official, in the first paragraph of the document, it is stated that the Armenian side responded to the letter received from the Azerbaijani side on March 21.
According to Marukyan, the second paragraph states that Armenia has never had a territorial claim against Azerbaijan and does not have one.
If you remember",Yerevan announced its 6-point response to Azerbaijan's 5-point proposal,Azerbaijan,no,0,political,no,0,political,TRUE,TRUE,TRUE,yes,0,political,FALSE,TRUE,TRUE,no,0,political,FALSE,TRUE,TRUE
63,1542,64f79fd0bed4296e79dda1cc,3/7/2022 16:57,en,kyivindependent.com,https://kyivindependent.com/canada-to-impose-further-sanctions-on-russia-amid-invasion-of-ukraine/,3,2022,en,"Canadian Prime Minister Justin Trudeau announced new sanctions on 10 individuals ""complicit"" in Russia's ""unjustified invasion"" of Ukraine. The individuals include former and current senior Russian government officials, oligarchs and supporters of the Russian leadership.",Canada to impose further sanctions on Russian individuals.,Ukraine,yes,-1,political,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,TRUE
64,136,63e5c5559e33bcc0ca83db6d,8/21/2021 6:15,ru,zerkalo.az,https://zerkalo.az/ukraina-otkazala-predstavitelyu-kryma-v-uchastii-v-krymskoj-platforme/,8,2021,en,"The head of the working group on international legal issues at the Permanent Mission of Crimea to the President of Russia, Alexander Milokhov, informed RIA Novosti that the Ukrainian side had refused to participate in the international summit ""The Crimean Platform"". He said that he had applied for participation but that Ukraine had ignored it. ""The truth about Crimea is not needed, their interest is only to organize a propaganda shabash Russian.",Ukraine refused the Crimea representative to participate in the Crimean Platform.,Azerbaijan,yes,-1,political,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,TRUE
65,3475,65123a094a5d0892d372aa64,3/7/2022 21:06,sq,botasot.info,https://www.botasot.info/shqiperia/1773446/presidenti-meta-pershendet-rezoluten-qe-denon-agresionin-rus/,3,2022,en,"The president of the Republic, Ilir Meta, has welcomed the adoption of the resolution in Albania's Parliament on the situation in Ukraine, via a post on social networks, Meta claims that the Russian Aggression is unpronounced and untested.The head of the Albanian state says Albania as a NATO member, EU candidate, and non-permanent UN KS member expresses full solidarity with the people and the institutions of Ukraine.",President Meta welcomes resolution condemning Russian aggression,Kosovo,yes,-1,political,yes,-1,political,TRUE,TRUE,TRUE,yes,1,political,TRUE,FALSE,TRUE,yes,1,political,TRUE,TRUE,TRUE
66,641,6450187611331d2c4995f602,1/7/2022,ru,rus.azattyq.org,https://rus.azattyq.org/a/31643803.html,1,2022,en,"The Moscow Municipal District Court arrested Alexander Zimbovsky for 15 days, who had taken a picket in support of protesters in Kazakhstan, as he himself had informed the Internal Affairs Info, a file of the case was available on the court's website. Zimbabwe was found guilty of disobedience to a police officer (CoA article 19.3, para. 1). The Court refused to question a witness who had come to court and was prepared to testify in defence of the detainee.",A court in Moscow arrested a picket player for 15 days in support of Kazakhstan,Kazakhstan,yes,-1,political,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,TRUE,yes,-1,other,TRUE,TRUE,FALSE
67,716,629d13cdccfe40f7f9ebdde8,5/16/2022 10:47,sq,gazetatema.net,https://www.gazetatema.net/politika/pompeo-ne-tirane-rama-furnizimi-me-gaz-permes-terminalit-te-ri-po-zgjon-i338616,5,2022,en,"Former US Secretary of State Mike Pompeo has for the first time visited Albania a visit under the 100th anniversary of Albania-US diplomatic relations.Pompo was present during the signing of the gas market deversification agreement, one of the most controversial issues in Europe, after the launch of Russian aggression against Ukraine.The gas deal takes on strategic importance that exceeds Albanian and Balkan space and relates to Europe's independence.","Pompeo in Tirana, Rama: Gas supply through New Terminal is sparking interests",Albania,no,-1,political,no,-1,political,TRUE,TRUE,TRUE,no,0,economic,TRUE,FALSE,FALSE,no,0,economic,TRUE,TRUE,TRUE
68,575,62fe95d3430a87f73dd07b11,3/17/2022 8:16,tr,diken.com.tr,https://www.diken.com.tr/zelenski-rusyayla-muzakerelerdeki-onceliklerini-acikladi/,3,2022,en,"Ukrainian President Volodimir Zelenski said that the priorities of the talks on the war with Russia in Ukraine were to end the conflict, to restore security guarantees, sovereignty and territorial integrity. Photograph: AA. Russia's invasion of Ukraine on its 22nd day. The talks between the two countries continue as the Russian forces move towards Kiev continue. The Ukrainian side said Russia's approach in the talks has changed positively.",Zelenski announces his priorities in negotiations with Russia,Turkey,yes,0,political,yes,0,political,TRUE,TRUE,TRUE,yes,0,political,TRUE,TRUE,TRUE,yes,0,military,TRUE,TRUE,FALSE
69,216,629b8c89f1f860762877e770,8/12/2021,hy,1in.am,https://www.1in.am/2990270.html,8,2021,en,"On 11 August, at 19 a.m., the National Centre for Immediate Government was threatened by a terrorist attack in the Moscow Museum.",The Dead Sea Scroll of the Dead Sea Scrolls,Armenia,yes,0,military,yes,0,other,TRUE,TRUE,FALSE,yes,0,other,TRUE,TRUE,TRUE,yes,-1,other,TRUE,FALSE,TRUE
70,3273,61d4b7114b5cd2614dd3650d,12/21/2021 14:08,ru,pravda.com.ua,https://www.pravda.com.ua/rus/news/2021/12/21/7318137/,12,2021,en,"Russian President Vladimir Putin states that Russia opposes bloodshed and wants to resolve matters through diplomatic means, with security guarantees. Source: RBK, citing Putin's statement at the Russian Ministry of Defence's expanded college on 21 December. Putin's direct speech: ""Armed conflicts, bloodshed is absolutely not our choice, we don't want that kind of development."" Details: He says Russia wants to solve political-democratic issues.",Putin said he didn't want bloodshed.,Ukraine,yes,0,political,yes,0,political,TRUE,TRUE,TRUE,yes,1,political,TRUE,FALSE,TRUE,yes,0,military,TRUE,FALSE,FALSE
71,2257,64f796c4bed4296e79dd99f3,4/18/2022 5:59,en,kyivindependent.com,https://kyivindependent.com/lviv-mayor-russia-fires-five-missiles-at-lviv/,4,2022,en,"According to Lviv Mayor Andriy Sadovy, the Russian military fired five missiles at Lviv on the morning of April 18. The damages are still being clarified.",Lviv Mayor: Russia fires five missiles at Lviv.,Ukraine,yes,-1,military,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE,yes,-1,military,TRUE,TRUE,TRUE
72,827,627d7ddcdd894d3c8b3d2d3d,3/30/2022 15:55,tr,posta.com.tr,https://web.archive.org/web/20220401054942/https://www.posta.com.tr/dunya/rusya-ukraynanin-elindeki-s-300leri-imha-etti-2506001,3,2022,en,"The Russian army has released footage of the destruction of the S-300. The S-300 air defence missile system, Greece,",Russia destroyed the S-3000s in Ukraine's hands,Turkey,yes,0,military,yes,1,military,TRUE,TRUE,TRUE,yes,0,military,TRUE,FALSE,TRUE,yes,-1,military,TRUE,FALSE,TRUE
73,6071,62d83fb6485b7d360a52adf3,4/18/2022 23:36,ru,pravda.com.ua,https://www.pravda.com.ua/news/2022/04/18/7340553/,4,2022,en,"Moscow had a dead man known as President of the Russian Federation, Gazprombank, who was a friend of the Donka.",Moscow had a dead colicky president named Gazprombank with yoga.,Ukraine,yes,0,political,yes,0,other,TRUE,TRUE,FALSE,yes,0,other,TRUE,TRUE,TRUE,yes,-1,other,TRUE,FALSE,TRUE
74,1084,6409f2b2f6e5f70b7ddd38d3,3/1/2022 7:18,ro,publika.md,https://www.publika.md/oligarhii-rusi-impotriva-razboiului-inacceptabil-ca-in-ucraina-mor-oameni-nevinovati_3121819.html,3,2022,en,"The Russian oligarchs, one of the main forces held by President Vladimir Putin's authority in Russia, begin to strike and call for the end of the war. After they suffered serious losses following the sanctions imposed by the West, how many","Russian oligarchs, RUZBOILI: Inadmissible that innocent people in Ukraine die",Moldova,yes,-1,economic,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,political,TRUE,TRUE,FALSE,yes,1,military,TRUE,FALSE,FALSE
75,236,63c51d92547bacb5990bec42,11/23/2021,ru,caravan.kz,https://www.caravan.kz/news/pevica-dequine-rasskazala-almaty-predpochitaet-ili-moskvu-793696/,11,2021,en,"Devine offered to ask her questions, and one of the subscribers wrote, ""Moscow or Almaty?"", transmitting the media portal Saravan.kz. In response, the girl wrote that it was difficult for her to choose. ""Almats are teenagers, tenderness and soul. Moscow is a dense rhythm, workflow, my maturity and new features.",The singer Dekine told me whether Almaty prefers Moscow or the News of Caravan.,Kazakhstan,yes,1,culture,yes,1,culture,TRUE,TRUE,TRUE,yes,0,culture,TRUE,FALSE,TRUE,no,0,culture,FALSE,TRUE,TRUE
76,2445,62907697ca3e528e2891e7c6,4/4/2022 19:55,ru,golosarmenii.am,https://golosarmenii.am/article/146019/v-gosdumu-vnesen-proekt-priznaniya-armyanskix-voditelskix-prav-v-rossii,4,2022,en,"""The proposed changes provide for the recognition in the territory of the Russian Federation of national driving permits of Armenian citizens in business and work activities related to the driving of vehicles"", the explanatory note states.",A project on recognition of Armenian driving permits in Russia has been introduced in the State Council.,Armenia,yes,1,political,yes,1,political,TRUE,TRUE,TRUE,yes,0,other,TRUE,FALSE,FALSE,yes,0,other,TRUE,TRUE,TRUE
77,793,63c1270cc573691803acdaa2,3/4/2022,en,kaztag.kz,https://kaztag.kz/en/news/imported-products-soared-by-30-40-due-to-sanctions-in-kazakhstan-expert,3,2022,en,"Almaty. March 4. KazTAG - The imported products are becoming more expensive by 30-40%, commented on the situation with the impact of anti-Russian sanctions on the Kazakhstani economy, said Yuri Negodyuk co-owner of Pinta, BAO and Banka restaurants.
“We haven’t really faced the circumstances  yet. In a week or two you will already feel the impact. We are already receiving letters from suppliers, products are becoming more expensive, moreover, by 30-40%. For example, we bought salmon for KZT5.4 thousand, and now it costs KZT8 thousand. That is, this is already an increase of 20-30%,” Negodyuk told a KazTAG.
And this is not the limit, he believes, prices will rise even more.
Against the backdrop of violations in supply chains and the fall of the tenge following the ruble due to sanctions, restaurateurs decide: to remove dishes from the menu that contain Russian and European products or leave them more expensive, because it is impossible to replace these products with Kazakhstani counterparts. 
Photo source: picture from an open source
 
Astana. January 12. KazTAG - The exchange rate of the tenge against the US dollar from the beginn... 
 
Astana. January 12. KazTAG - Former President Nursultan Nazarbayev has been deprived of &nbs... 
Kazakh telegraph agency. 
2008 - 2023. All rights reserved.
 Information can be used only with written permission of KazTAG international news agency. Information can be used only with written permission of KazTAG international news agency.",Imported products soared by 30-40% due to sanctions in Kazakhstan- expert,Kazakhstan,yes,0,economic,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE,no,-1,economic,FALSE,TRUE,TRUE
78,7600,651248c5582564317fd0dacd,4/13/2022 11:48,sq,botasot.info,https://www.botasot.info/evrope-bota/1794820/fotot-e-trupave-ruse-ne-mariupol/,4,2022,en,"A photographer from the AFP news agency has been involved with Russian forces in the Ukrainian town of Mariupol, which Moscow claims is close to being captured after a week-long siege, writes CNN, broadcasts the World today.The trip was organised by the Russian Army.The photos show Russian armed troops patrolling through the ruined city, and interacting with locals and distributing food.The wars have been lit in and around Marioupol since the beginning of the war in late February",pictures of Russian troops in Marioupol,Kosovo,yes,1,military,yes,1,military,TRUE,TRUE,TRUE,yes,0,military,TRUE,FALSE,TRUE,yes,-1,military,TRUE,FALSE,TRUE
79,3326,627ad4c02e913999ae7866f0,5/2/2022 18:45,tr,sozcu.com.tr,https://www.sozcu.com.tr/2022/dunya/rusya-felaketi-yasiyor-ohal-ilan-edildi-7111667/,5,2022,en,Russia's disaster has been declared! State of Emergency has been declared. Russia's war with Ukraine is experiencing disaster. Forest fires in the country's Siberia are growing every hour. Fires in Krasnoyarsk's rural area have been declared extraordinary due to a fire spreading 250 hectares. Grow up.,The Russian disaster has been declared!,Turkey,yes,-1,military,yes,-1,other,TRUE,TRUE,FALSE,yes,-1,other,TRUE,TRUE,TRUE,yes,-1,other,TRUE,TRUE,TRUE
80,4040,63e6604a9e33bcc0ca8515ad,4/10/2022 17:34,ru,zerkalo.az,https://zerkalo.az/vneshnij-defolt-rossii-prakticheski-neizbezhen/,4,2022,en,"Russia's first external default in this century looks ""almost inevitable"" after another tight week for the country's financial system. It is written by the American Bloomberg Agency, which transmits Ucrinform.",Russia's external default is almost inevitable.,Azerbaijan,yes,-1,economic,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE,yes,-1,economic,TRUE,TRUE,TRUE
81,6478,632a69091f6031fe8273c801,8/8/2022,hy,1in.am,https://www.1in.am/3149083.html,8,2022,en,"There were reports in Mamulul that Russian peacemen control the road and stop all citizens, check it out, leave it open.",Why are Russia's border crossings controlled by the Black Sea route?,Armenia,yes,0,political,yes,0,political,TRUE,TRUE,TRUE,yes,0,other,TRUE,TRUE,FALSE,yes,0,military,TRUE,TRUE,FALSE
82,1376,629b5d72894f92560a3eb9de,3/5/2022,hy,aravot.am,https://www.aravot.am/2022/03/05/1251647/,3,2022,en,"Today, Russian and Haitian manufacturers have made Sergey Lavroo and Ararata Mirzoon’s phone calls, reports the RD's external political review: ""The past political reviews",A special pioneer couple named Mirzoana and Sergei Lauro had a telephone call,Armenia,yes,1,political,yes,1,political,TRUE,TRUE,TRUE,yes,0,political,TRUE,FALSE,TRUE,yes,0,other,TRUE,TRUE,FALSE
