"","date_publish","source_domain","country","title_translated","first_two_sentences","Russian.Involvement","Sentiment","Topic","date_publish_continuous","has_time","date_publish_probabilistic","sentiment_clean","topic_clean","treatment","running","running_continuous","running_probabilistic","state_owned","indicator","csto","nato","neutral","high_russia"
"27772",2021-09-29,"azertag.az","Azerbaijan","Russia: Russia is a major component of the Cassini Cassini Center","In Russia, Russia is actively active in the Central Central African Center, and this suggests that Russia has been meeting with the Digital Digital Digital Signoria.","Russian","Neutral","Other",2021-09-29 15:43:00,TRUE,2021-09-29 15:43:00,0,"Other",0,-148,-12730620,-12730620,1,2,1,0,0,0
"26307",2022-06-05,"rs.n1info.com","Serbia","News: Montenegro, S. Macedonia and Bulgaria ban Lavr plane overflights","The arrival of Russian Foreign Minister Sergei Lavrov in Belgrade is under great question, because Montenegro, Northern Macedonia and Bulgaria banned the flight of his plane, \""Novosti\"" unofficially found out. publicly announced that things are complicated in connection with the planned arrival of the Minister of Foreign Affairs of the Russian Federation, write \""Novosti.And the Prime Minister Ana Brnabić stated that the situation around the arrival of Sergei Lavrov in Belgrade\"" is extremely complicated, and added that the logistics of his trip","Russian","Neutral","Other",2022-06-05 14:55:11,TRUE,2022-06-05 14:55:11,0,"Other",1,101,8780111,8780111,0,3,0,0,1,0
"26093",2022-03-22,"rs.n1info.com","Serbia","Zelenski: There is nothing left of Marijupolje, only ruins","Ukrainian President Volodymyr Zelensky said that there was nothing left of Mariupol, while Kiev appealed to Moscow to allow civilians to evacuate from the besieged city. \""There is nothing left there.","Russian","Negative","Other",2022-03-22 17:38:54,TRUE,2022-03-22 17:38:54,-1,"Other",1,26,2309934,2309934,0,3,0,0,1,0
"15712",2022-05-12,"publika.md","Moldova","UN launch an Atrocity Survey The Russian troops would be commissioned to Ukraine","The United Nations Human Rights Council, meeting on Thursday for a special session, approved with a large majority the opening of an Atrocity Survey.The Russian occupying forces are accused of being committed to Ukraine, reports","Russian","Negative","Other",2022-05-12 19:12:28,TRUE,2022-05-12 19:12:28,-1,"Other",1,77,6721948,6721948,0,3,0,0,1,1
"6391",2022-04-30,"1in.am","Armenia","A Meeting of First - Century Prefects in Haiti and Russia","The official visit of Ilia Darchiswilli, former President of Russia, to Estonia.","Russian","Neutral","Other",2022-04-30 12:00:00,FALSE,2022-04-30 08:14:56.354888,0,"Other",1,65,5659200,5645696.35488772,0,3,1,0,0,0
"18910",2022-02-12,"sabah.com.tr","Turkey","Ercijas has been inundated by ski fans this weekend.","The Ercijas Ski Centre, which is ruled by Kayseri Ercijas Asş. The first of the Central Anatolian Region, Turkey's fifth-largest mountain title, has been flooded with visitors at the weekend.","Not","Neutral","Other",2022-02-12 14:39:21,TRUE,2022-02-12 14:39:21,0,"Other",0,-12,-984039,-984039,0,1,0,1,0,0
"27859",2021-10-02,"azertag.az","Azerbaijan","There are over 700 people who died from blind Russians in the United States","The number of thousands of people who die from the QVI Club has been killed in the United States -- 700 people who die because of their disability infiguration in the United States -- an international organization that news on the plasma, and that's -- according to the news that John HlPICTS, over 63 million people are now blind to the University of HlV/3 million.","Not","Negative","Other",2021-10-02 14:46:00,TRUE,2021-10-02 14:46:00,-1,"Other",0,-145,-12474840,-12474840,1,2,1,0,0,0
"19059",2022-03-05,"sabah.com.tr","Turkey","Russian oligarch yachts are a secret.","AS THE attacks against Ukraine began on February 24th, the world's media also pursued luxury yachts, sanctions against Russian billionaires after the United States and European countries were announced, for example, France seized a $120m yacht called Amore Vero, which belonged to the Russian oil company Rosnett's CEO, Igor Seferin.","Russian","Neutral","Other",2022-03-05 22:40:26,TRUE,2022-03-05 22:40:26,0,"Other",1,9,859226,859226,0,3,0,1,0,0
"25645",2021-09-08,"rs.n1info.com","Serbia","A gas explosion in a building in Russia has killed at least two people","A gas explosion in the Russian city of Noginsk, not far from Moscow, killed two people and injured five others on Wednesday, police said. The explosion occurred in a nine-storey building in Noginsk, 50 kilometers east of Moscow.","Russian","Neutral","Other",2021-09-08 08:30:31,TRUE,2021-09-08 08:30:31,0,"Other",0,-169,-14570969,-14570969,0,1,0,0,1,0
"10459",2022-02-05,"168.hu","Hungary","Bloomberg was mistakenly arming its article, according to which Russia attacked Ukraine","The Bloomberg apologized. Bloomberg accidentally sharpened the article on Friday night that Russia attacked Ukraine, and it was soon discovered that Twitter was also sharing.","Russian","Neutral","Other",2022-02-05 15:39:00,TRUE,2022-02-05 15:39:00,0,"Other",0,-19,-1585260,-1585260,0,1,0,1,0,0
"31337",2021-09-23,"trthaber.com","Turkey","Russian coronavirus: Deaths at a record level","According to the Russian Anti-Coronavirus Centre, 21,438 coronavirus cases have been detected throughout the country in the last 24 hours. The total number of cases has been recorded since 15 August, while the total number of cases has risen to 7,354,95995.","Russian","Negative","Other",2021-09-23 14:59:00,TRUE,2021-09-23 14:59:00,-1,"Other",0,-154,-13251660,-13251660,1,2,0,1,0,0
"16469",2022-05-04,"unimedia.info","Moldova","The Russian patriarch regrets some of Pope Francis's statements: These do not contribute to a constructive dialogue between the Church as much as necessary, especially now","The Russian Orthodox Church argues that Pope Francis ""has chosen a hard tone to convey the content of the last conversation"" and reads the partaarhui Kiril's statements: ""We are in different information spaces: the Western media has not spoken or practically did not speak","Russian","Neutral","Other",2022-05-04 20:20:56,TRUE,2022-05-04 20:20:56,0,"Other",1,69,6034856,6034856,0,3,0,0,1,1
"31347",2021-10-22,"trthaber.com","Turkey","Turkey's message of condolences to Russia","In a statement issued by the ministry, the Russian Federation reportedly learned that 17 people were killed in a factory in Ryazan province and many others were injured. ""We share the grief of the people of the Russian Federation, we wish the families of those who lost their lives and the government of the Russian Federation to their families, emergency healing for the wounded,"" the Russian media reported.","Russian","Neutral","Other",2021-10-22 18:50:00,TRUE,2021-10-22 18:50:00,0,"Other",0,-125,-10732200,-10732200,1,2,0,1,0,0
"27803",2021-09-02,"azertag.az","Azerbaijan","There are a third wave in Mexico City","The number of blind Russians in Mexico has become the highest position in order to rebuild a normal life, for the government in Mexico has reported that during the last 24 - hour period of death, there has been a hundred people working in an 11 - hour period of death.","Not","Neutral","Other",2021-09-02 18:02:00,TRUE,2021-09-02 18:02:00,0,"Other",0,-175,-15055080,-15055080,1,2,1,0,0,0
"20319",2021-11-25,"t24.com.tr","Turkey","The death toll rose to 52 in the coal mine fire in Russia","The death of 52 people in a coal mine accident in the south-east of Russia has risen to 52. Six rescue workers have been reported among those who have lost their lives.","Russian","Negative","Other",2021-11-25 23:50:00,TRUE,2021-11-25 23:50:00,-1,"Other",0,-91,-7776600,-7776600,0,1,0,1,0,0
"2554",2022-04-20,"azeritimes.com","Azerbaijan","Iran applies ban on export of several agricultural products","By Trend
Iran has indefinitely banned the export of potatoes, onions, tomatoes and eggplant, Trend reports IRIB News Agency. This was stated in a letter sent by the Iranian Deputy Minister of Agriculture Jihad Abbas Askarzadeh to the Iranian Deputy Minister of Economic Affairs and Finance and Director General of the Islamic Republic of Iran Customs Administration (IRICA) Alireza Moghaddasi on April 17.","Not","Neutral","Other",2022-04-20 12:00:00,FALSE,2022-04-20 13:08:23.934162,0,"Other",1,55,4795200,4799303.9341619,0,3,1,0,0,0
"13986",2022-02-23,"botasot.info","Kosovo","Residents on the front line expect much change after Putin's announcement","Just hours before the Russian president announced the decision to revis Ukraine's borders, the shells hit the windows on the upper floor of Maria Artyomova's house, creating a hole on the roof of a two-story building where a grocery store and small residences are located.","Russian","Negative","Other",2022-02-23 07:39:00,TRUE,2022-02-23 07:39:00,-1,"Other",0,-1,-58860,-58860,0,1,0,0,1,0
"14715",2022-04-29,"botasot.info","Kosovo","Austrian Economist: How Kosovo and Ukraine Can Help One Another on Road to the EU","Austrian economics expert Gunther Fehlinger in a proposal he sent to Kosovo today has asked Kosovo to invite Ukraine to CEFTA.He says Kosovo should strategically help Ukraine on its path to the EU. Ukraine's path to the EU passes through the Balkans as well.","Not","Positive","Other",2022-04-29 08:59:00,TRUE,2022-04-29 08:59:00,1,"Other",1,64,5561940,5561940,0,3,0,0,1,0
"16165",2022-07-28,"timpul.md","Moldova","Russia recognises the right of Romanians to the territories annexed. Medvedev publishes a map with Ukraine shared between several countries. Romania “presents a gift” Bucovina","The Vice-President of the Security Council of the Russian Federation, Dmitri Medvedev, published on Telgram a European map in which Ukraine is divided among other countries, the largest of which belongs to Russia, and the smaller of Poland and Romania.","Russian","Neutral","Other",2022-07-28 10:41:05,TRUE,2022-07-28 10:41:05,0,"Other",1,154,13344065,13344065,0,3,0,0,1,1
"29340",2021-11-04,"kazpravda.kz","Kazakhstan","Fraudsters offer European vaccination certificates on the Darknet","Photo: fingramm.ruV, for an average of $300, offers European vaccination certificates on a dracnet, gives Kazpravda.kz with reference to the Kaspersky Laboratory. The Kaspersky Laboratory examined several shadow sites and found proposals for the sale of electronic vaccination certificates for coronavirus infection of the European model.","Not","Neutral","Other",2021-11-04 11:27:00,TRUE,2021-11-04 11:27:00,0,"Other",0,-112,-9635580,-9635580,1,2,1,0,0,1
"2778",2022-08-16,"azeritimes.com","Azerbaijan","Europe on hunt for new partners to launch space missions as Russia exits","The European Space Agency (ESA) has said that India is an option as it looks for new partners to launch its missions into space after it lost access to Russian Soyuz launch vehicles.Original Article","Not","Neutral","Other",2022-08-16 12:00:00,FALSE,2022-08-16 11:19:22.030823,0,"Other",1,173,14990400,14987962.030823,0,3,1,0,0,0
"6262",2022-03-08,"1in.am","Armenia","The Russian peacekeepers in Adribe are well - known for their outstanding efforts.","In his book Telegrem, archaeologist Artak Begglarian wrote: “The most important thing is that we are not born with self - esteem. ”","Russian","Positive","Other",2022-03-08 12:00:00,FALSE,2022-03-08 11:38:12.731361,1,"Other",1,12,1080000,1078692.73136115,0,3,1,0,0,0
"26659",2021-11-11,"1lurer.am","Armenia","THE members of the Governing Body of Jehovah’s Witnesses have come under the direction of the Governing Body","IC Minsky's co-chairs Andrew Shoffer (United States), Igor Hoawe (Russia) and Bruce Rokhfee (France) on 10 November.","Russian","Neutral","Other",2021-11-11 20:22:25,TRUE,2021-11-11 20:22:25,0,"Other",0,-105,-8998655,-8998655,1,2,1,0,0,0
"2976",2021-09-15,"zerkalo.az","Azerbaijan","Flying from Antalya, the plane fell into a flock of birds","A plane from Antalya landed at Pulkovo airport in Peterburg, a flock of birds reported by TASS with reference to a Russian airliner. ""When entering Pulkovo Airport, [Airbus] A319, a flight of SU6694 Antalya-Pulkovo was in the pack.","Not","Neutral","Other",2021-09-15 20:39:15,TRUE,2021-09-15 20:39:15,0,"Other",0,-162,-13922445,-13922445,0,1,1,0,0,0
"3103",2021-11-02,"zerkalo.az","Azerbaijan","In the EU, encouraged Russia to investigate trade in European COVID certificates","In the European Union, the Russian authorities called on the Russian authorities to investigate cases of alleged trade in European COVID certificates on Russian-language sites in Drknet, wrote to the RBC agency on Tuesday, 2 November. In the Russian Mission, in response to a request for publication, they stated that they took allegations of possible fraud very seriously and recalled the prohibition of the falsification of documents, including Russian QR codes and European digital certificates.","Russian","Neutral","Other",2021-11-02 10:32:42,TRUE,2021-11-02 10:32:42,0,"Other",0,-114,-9811638,-9811638,0,1,1,0,0,0
"8789",2022-04-06,"golosarmenii.am","Armenia","The U.S. has announced a series of staff members of the RD permanent representation.","Russia's decision to issue divanists has been announced by European divanist leader Joseph Bowel.","Russian","Neutral","Other",2022-04-06 09:25:00,TRUE,2022-04-06 09:25:00,0,"Other",1,41,3576300,3576300,0,3,1,0,0,0
"13673",2021-08-06,"botasot.info","Kosovo","London's defamation indictment reacts activists","The owner of the football club khelsea, Russian oligarch Roman Abramovich, and Russian state oil giant Rosneft has filed slander charges against the author of a book showing the Russian president's coming to power, Vladimir Putin, Activists say this case threatens freedom of the press.","Russian","Neutral","Other",2021-08-06 17:56:00,TRUE,2021-08-06 17:56:00,0,"Other",0,-202,-17388240,-17388240,0,1,0,0,1,0
"9099",2021-10-08,"nashaniva.by","Belarus","Byyden: U.S.A., take vaccines across the border and don't ask for anything else, unlike Russia.",". AP""We are committed to helping other countries, and we have our own interests.","Not","Negative","Other",2021-10-08 10:39:00,TRUE,2021-10-08 10:39:00,-1,"Other",0,-139,-11971260,-11971260,0,1,1,0,0,1
"29206",2021-08-26,"kazpravda.kz","Kazakhstan","Daily mortality from coronavirus in Kazakhstan on 26 August","Photo by Adilbek Tauekelov/Kazpravda.kz Steel, known for the daily mortality from coronavirus in Kazakhstan as at 26 August, transmitting Kazpravda.kz with reference to the Ministry of Health of the Russian Federation.Tak, 115 people died of coronavirus infection in Kazakhstan in a day.","Russian","Neutral","Other",2021-08-26 08:49:00,TRUE,2021-08-26 08:49:00,0,"Other",0,-182,-15693060,-15693060,1,2,1,0,0,1
"26416",2022-08-23,"rs.n1info.com","Serbia","Božidar Delić passed away","Vice President of the Serbian Parliament and retired general Božidar Delić died after a long and serious illness at the age of 67 in Moscow, where he was undergoing treatment. Delić was born in the village of Petrovac near Djakovica on January 8, 1956.","Not","Neutral","Other",2022-08-23 12:24:34,TRUE,2022-08-23 12:24:34,0,"Other",1,180,15596674,15596674,0,3,0,0,1,0
"28298",2022-03-19,"azertag.az","Azerbaijan","European Europeans think that they're using their environment in Ukraine","A report from Russia on a period of time revealed that the Russian authorities are considering how they use their activity in Ukraine.","Russian","Neutral","Other",2022-03-19 15:01:00,TRUE,2022-03-19 15:01:00,0,"Other",1,23,2041260,2041260,1,4,1,0,0,0
"18018",2022-02-24,"diken.com.tr","Turkey","Turkish shops in Ukraine shut down","The Turkish shops in Ukraine, where Russia launched military movement, closed down. Photograph: Reuters.","Russian","Negative","Other",2022-02-24 12:46:56,TRUE,2022-02-24 12:46:56,-1,"Other",1,0,46016,46016,0,3,0,1,0,0
"10129",2022-03-07,"novychas.by","Belarus","Paul Duraus reported on Russia's attack on Ukraine","The founder of Telegram Paul Duraus assured that the satellite would not be less safe for the strangers, since his career in Russia had already ended....in his Telegram channel he even reminded that his mother was on","Russian","Neutral","Other",2022-03-07 23:31:57,TRUE,2022-03-07 23:31:57,0,"Other",1,11,1035117,1035117,0,3,1,0,0,1
"9303",2022-02-14,"nashaniva.by","Belarus","The security guard has damaged the painting.","In December of last year, one of the paintings displayed at the Russian Yeltsin Center was damaged by a particular act of vandalism, and the details of the story are now known.","Russian","Neutral","Other",2022-02-14 22:19:04,TRUE,2022-02-14 22:19:04,0,"Other",0,-10,-783656,-783656,0,1,1,0,0,1
"16722",2021-10-08,"danas.rs","Serbia","Four have been arrested for alcohol since 17 people died in Russia","The death toll from consuming illegally produced alcohol rose to 17, officials said, while police said several people had been arrested, Radio Free Europe reported in English. distillation of drinks in his house, and three other men were detained for distributing alcohol in local stores.","Russian","Neutral","Other",2021-10-08 23:15:22,TRUE,2021-10-08 23:15:22,0,"Other",0,-139,-11925878,-11925878,0,1,0,0,1,0
"19232",2022-05-11,"sabah.com.tr","Turkey","Simple Turks welcome in Elazığ","Evacuations are under way to ensure the safety of Ahiska Turks trapped in Herson, Russia's invasion of Ukraine. The 180 Ahiska Turks were flown to Elazığ Airport yesterday evening.","Not","Neutral","Other",2022-05-11 21:20:14,TRUE,2022-05-11 21:20:14,0,"Other",1,76,6643214,6643214,0,3,0,1,0,0
"8569",2022-02-01,"golosarmenii.am","Armenia","Iran is fighting with RD and China about building new aircraft.","""We have started a fight with China and Russia for the construction of new airports in Iran, and we will be able to discuss specific technical issues and details after preliminary studies and exercises.","Not","Neutral","Other",2022-02-01 18:40:00,TRUE,2022-02-01 18:40:00,0,"Other",0,-23,-1920000,-1920000,0,1,1,0,0,0
