"","date_publish","source_domain","country","title_translated","first_two_sentences","Russian.Involvement","Sentiment","Topic","date_publish_continuous","has_time","date_publish_probabilistic","sentiment_clean","topic_clean","treatment","running","running_continuous","running_probabilistic","state_owned","indicator","csto","nato","neutral","high_russia"
"32663",2022-04-17,"diken.com.tr","Turkey","Orhan Bursali: Ukraine invasion for Russia, far beyond security objective","There are two aspects of Putin. First, in the US/NATO war strategy, Russia is the archenemy on the Western front.","Russian","Negative","Political",2022-04-17 10:36:09,TRUE,2022-04-17 10:36:09,-1,"Political",1,52,4530969,4530969,0,3,0,1,0,0
"46558",2022-05-23,"rs.n1info.com","Serbia","Ivanji: How much do the sanctions cost, if we introduce nothing from the friendly price of gas","The editor of the portal of the weekly Vreme, Andrej Ivanji, told H1 that the government is pursuing a marketing policy, not a state one, and that it would be most normal for the citizens to calm down and come up with a plan and program. \""I am sure that sanctions against Russia would cost Serbia a lot, if we introduce sanctions, nothing from the friendly price of gas.","Russian","Negative","Economic",2022-05-23 11:24:14,TRUE,2022-05-23 11:24:14,-1,"Economic",1,88,7644254,7644254,0,3,0,0,1,0
"15105",2022-02-26,"novychas.by","Belarus","The Luschen and the War in Ukraine: what are the results?","""Dawsul, until the start of the Russian war against Ukraine, is official. Minsk at the level of rites took a more radical and aggressive position relatively.","Russian","Negative","Military",2022-02-26 15:27:33,TRUE,2022-02-26 15:27:33,-1,"Military",1,2,228453,228453,0,3,1,0,0,1
"50304",2022-07-12,"magyarnemzet.hu","Hungary","Continued bombing in Harkiv and Mikolajiv, Ukrainian advance in the south","On Tuesday the Russian forces again attacked the second most populous city of Ukraine, Harkiv in the eastern part of the country, Mikolajiv in the south, where civilians also fell victim,"" said the governors of the counties concerned.Vitalij Kim, Governor of Mikolajiv County, said that at least twelve were injured as a result of the Russian attack on the center of the region.","Russian","Negative","Military",2022-07-12 16:28:13,TRUE,2022-07-12 16:28:13,-1,"Military",1,138,11982493,11982493,1,4,0,1,0,0
"38166",2022-04-13,"t24.com.tr","Turkey","Bild: Zelenski denies German President's request to come to Kiev on grounds of 'close ties with Russia'","T24 Foreign News. Ukrainian President Volodomir Zelenski said on Wednesday that German President Frank-Walter Steinmeier had rejected his request to visit the capital, Kiev, along with other European leaders.","Russian","Negative","Political",2022-04-13 08:53:00,TRUE,2022-04-13 08:53:00,-1,"Political",1,48,4179180,4179180,0,3,0,1,0,0
"9359",2022-06-24,"168.am","Armenia","Chechnya has decided not to visit Russia and Belarus until the end of March 2023","The Czech Russians and the Belarusians will not be able to give their records and life certificates until the end of March 2023. The U.S. decision has protected the country's government.","Russian","Negative","Political",2022-06-24 12:00:00,FALSE,2022-06-24 16:13:33.878113,-1,"Political",1,120,10411200,10426413.8781128,0,3,1,0,0,0
"51734",2022-05-22,"rtklive.com","Kosovo","Ukraine rejects ceasefire involving land giving","THE Polish president, Andreze Duda, has arrived on Sunday in Kiev and has become the first head of a state to have been addressed to the Ukrainian Parliament, since Russia has begun its invasion in this state on 24 February.Duda has called on Ukraine not to surrender to Russian President Vladimir Putin's demands, and Ukraine alone has the right to decide on its future, he has told lawmakers nothing about you without you.","Russian","Negative","Military",2022-05-22 23:12:00,TRUE,2022-05-22 23:12:00,-1,"Military",1,87,7600320,7600320,1,4,0,0,1,0
"14250",2022-05-09,"nashaniva.by","Belarus","There's information on the war in Ukraine on TV program in Russia.","The hackers hacked the Russian TV schedule on the networks Rostelecoma, Yandex, MTS and NTV Plus... instead of the TV shows and their descriptions, there's information in the program about the war in Ukraine.","Russian","Negative","Other",2022-05-09 10:00:20,TRUE,2022-05-09 10:00:20,-1,"Other",1,74,6429620,6429620,0,3,1,0,0,1
"6990",2022-02-16,"zerkalo.az","Azerbaijan","In the U.S., they said that Russian hackers had infiltrated key sites in Ukraine.","hackers associated with the Russian Government have been able to access the computer network of the Ministry of Defence, the Ministry of Energy and other Ukrainian agencies, reports The Washington Post. According to a source of the publication, a senior official of the American administration, Moscow is now able to suspend electricity, transport, financial system and telecommunications in Ukraine.","Russian","Negative","Other",2022-02-16 09:45:58,TRUE,2022-02-16 09:45:58,-1,"Other",0,-8,-656042,-656042,0,1,1,0,0,0
"32593",2022-03-28,"diken.com.tr","Turkey","NATO's giant exercise continues in Russia's neighbour Norway","NATO is continuing its largest operation of the last 30 years of ground, air and sea exercises in the cold weather conditions of Russia's neighbour Norway. Images from NATO exercise.","Russian","Negative","Military",2022-03-28 11:04:37,TRUE,2022-03-28 11:04:37,-1,"Military",1,32,2804677,2804677,0,3,0,1,0,0
"13043",2022-06-17,"golosarmenii.am","Armenia","Hachaturian claimed that Russia had pleaded guilty to the situation surrounding Parucha","The President recalled that problems had arisen in February and March towards the village of Paruch. ""In the circumstances still unexplained, in the presence of Russian peacekeepers, the Azerbaijanis were able to move forward, then they withdrew, but still occupied a certain territory,"" he said.","Russian","Negative","Political",2022-06-17 15:27:00,TRUE,2022-06-17 15:27:00,-1,"Political",1,113,9818820,9818820,0,3,1,0,0,0
"435",2022-08-16,"gazetatema.net","Albania","Taiwan: Beijing threatens US from Moscow","China's Liberation People's Army (PLA) is not afraid of its enemies and is willing to fight for the country's sovereignty amid United States' attempts to destabilise the Asia-Peacelor region, Chinese Defence Minister Wei Fenghe said on Tuesday.The chairman of the US House of Representatives, Nancy Pelos, recently visited Taiwan, which was a serious violation of China's sovereignty and territorial integrity.","Not","Negative","Political",2022-08-16 22:25:00,TRUE,2022-08-16 22:25:00,-1,"Political",1,173,15027900,15027900,0,3,0,1,0,0
"12979",2022-05-03,"golosarmenii.am","Armenia","THERE'S SOME NEWS AND... MORE THINGS","This, in accordance with the IMF's pronunciation, the KAVZAN AND CENTRAL ASIA (CAC) countries will be the most directly affected by the war and related sanctions, mainly through trade, remittances and financial ties with Russia and Ukraine. ""The deep recession in Russia and Ukraine and the restrictions imposed on international transactions and trade financing can cause a sharp decline in exports from KCAR to these countries.","Russian","Negative","Economic",2022-05-03 10:39:00,TRUE,2022-05-03 10:39:00,-1,"Economic",1,68,5913540,5913540,0,3,1,0,0,0
"16407",2022-03-21,"168.hu","Hungary","British intelligence has told us what the Russian army is up to.","The Russian forces do not give up their earlier plans. The United Kingdom Department of Defence claims that the Russian army continues to seek to seize and fence Kiev.","Russian","Negative","Military",2022-03-21 08:00:00,TRUE,2022-03-21 08:00:00,-1,"Military",1,25,2188800,2188800,0,3,0,1,0,0
"15181",2022-03-13,"novychas.by","Belarus","The death rate of Russian soldiers in Ukraine is higher than in China.","Schaigh and his general are not at all a soldier, so the level of mortality among the Russians was neither in the two Chechens nor in the Afghan War.","Russian","Negative","Military",2022-03-13 18:06:17,TRUE,2022-03-13 18:06:17,-1,"Military",1,17,1533977,1533977,0,3,1,0,0,1
"12721",2022-03-08,"golosarmenii.am","Armenia","FORCE POLYgonS","On the basis of the documents received on the agenda of the Russian Party from Ukrainian biolaboratories, the official representative of the Russian defence agency, Major-General Igor Konashenkokov, stated: ""The documents received confirm that biological weapons components were being developed in Ukrainian biolaboratories, in the immediate vicinity of Russian territory."" He said that the Ukrainian side had observed the military-related traces of military-related weapons as a matter of urgency.","Russian","Negative","Military",2022-03-08 09:58:00,TRUE,2022-03-08 09:58:00,-1,"Military",1,12,1072680,1072680,0,3,1,0,0,0
"13841",2022-03-14,"nashaniva.by","Belarus","The famous Russian director Timur Bekmambetov condemned the invasion of Ukraine","The filmmaker in Israel said in an interview with Deadline magazine, ""The world we used to live in fell apart at one point, it's terrible to see,"" said the Beckmambets. He also said that he was working on a documentary project called DWW1 on the digital side of the war, and said that he believed that it was justified for European film festivals not to show Russian films because of the invasion of Ukraine.","Russian","Negative","Culture",2022-03-14 12:08:18,TRUE,2022-03-14 12:08:18,-1,"Culture",1,18,1598898,1598898,0,3,1,0,0,1
"39104",2022-04-20,"nv-online.info","Belarus","SAP breaks up with Belarus","The German software developer for the SAP corporate sector has completely ceased to operate in Belarus and Russia. Previously, the company suspended new contracts, but continued to serve current customers.","Russian","Negative","Economic",2022-04-20 08:05:28,TRUE,2022-04-20 08:05:28,-1,"Economic",1,55,4781128,4781128,0,3,1,0,0,1
"22844",2022-03-24,"botasot.info","Kosovo","Russia takes hundreds of thousands of civilians hostage, Ukraine concerned about the fate of its citizens","Ukraine accused Moscow on Thursday of forcibly taking hundreds of thousands of civilians from Ukraine's destroyed cities in Russia, where some are being used as a hostage to pressure Kiev to surrender, the AP News reports, records ""The World Today,"" Lyudyla Denisova, Ukraine's Ombudsperson, said that 402,000 people, including 84,000 children, have been taken against their will.The Kremlin gave almost numbers.","Russian","Negative","Military",2022-03-24 22:40:00,TRUE,2022-03-24 22:40:00,-1,"Military",1,28,2500800,2500800,0,3,0,0,1,0
"31366",2022-05-08,"danas.rs","Serbia","Seveliyeva: Putin's ambitions ruined the significance of May 9","The celebration of May 9, as well as many other things, was ruined by Vladimir Putin's ambitions, claims Natalia Sevelieva, an associate in the Future of Russia initiative at the Center for European Policy Analysis. For decades, May 9 in Russia - Victory Day - was the day celebrated the heroism of the Soviet people, who paid such a huge price to end World War II.","Russian","Negative","Culture",2022-05-08 11:01:00,TRUE,2022-05-08 11:01:00,-1,"Culture",1,73,6346860,6346860,0,3,0,0,1,0
"38215",2022-04-16,"t24.com.tr","Turkey","Russian teams removed from FIFA 22 with new updates","In the new update, EA Sports released all Russian football clubs and Russian A national teams from FIFA 22 and announced that the decision had been taken as a reaction to Russia's invasion of Ukraine, which produced some of the world's best-selling sports games.","Russian","Negative","Culture",2022-04-16 15:26:00,TRUE,2022-04-16 15:26:00,-1,"Culture",1,51,4461960,4461960,0,3,0,1,0,0
"22626",2022-02-23,"botasot.info","Kosovo","Gerxhaliu: Russia-Ukraine crisis endangers financial capital of state, citizens of Kosovo","The situation created between Russia and Ukraine has concerned the whole world, as a possible war between the two states is at risk of spreading abroad, but this crisis is already affecting Kosovo, at least in the area of economics and finance.The recognition of economic issues, Safet Gerjaliu, said the biggest risk is financial markets.The Gerjaliu said that unfortunately in Kosovo this crisis is being overlooked and is not being treated as serious.","Russian","Negative","Economic",2022-02-23 16:31:00,TRUE,2022-02-23 16:31:00,-1,"Economic",0,-1,-26940,-26940,0,1,0,0,1,0
"49927",2022-04-11,"magyarnemzet.hu","Hungary","Zelensky asked South Korea for weapons.","Ukrainian President Volodomir Zelensky asked for military equipment from South Korea in his video message to the South Korean Parliament on Monday., Ukraine needs a variety of military technology from airplanes to tanks. South Korea can help us, said Zelensky.","Russian","Negative","Military",2022-04-11 11:08:17,TRUE,2022-04-11 11:08:17,-1,"Military",1,46,4014497,4014497,1,4,0,1,0,0
"27899",2022-04-12,"timpul.md","Moldova","Summer forecast for Putin: Russia's economy will record a historical survey","Russia's economy is about to contract with more than 10% in 2022, the largest drop in gross domestic product in the years following the fall of the Soviet Union in 1991, said former finance minister Alexei Kudrin, quoted by Reuters. Russia faces inflation","Russian","Negative","Economic",2022-04-12 17:34:31,TRUE,2022-04-12 17:34:31,-1,"Economic",1,47,4124071,4124071,0,3,0,0,1,1
"52532",2021-11-11,"trthaber.com","Turkey","Russia: US acts aggressively in the Black Sea","In a written statement from the Russian Ministry of Defence, the United States and NATO have observed an increase in military activities in the Black Sea. The statement suggested that Russia has been tracking and detecting four NATO reconnaissance planes in the last 24 hours.","Russian","Negative","Military",2021-11-11 17:28:00,TRUE,2021-11-11 17:28:00,-1,"Military",0,-105,-9009120,-9009120,1,2,0,1,0,0
"17513",2022-03-22,"24.hu","Hungary","Another nine years of prison sentence for Russian opposition politician Navalny","Russian opposition politician Alexei Navalnij was found guilty of fraud by CNN. According to the AFP, Vladimir Putin's main political opponent was sentenced to 9 years in prison.","Russian","Negative","Political",2022-03-22 09:18:39,TRUE,2022-03-22 09:18:39,-1,"Political",1,26,2279919,2279919,0,3,0,1,0,0
"39365",2021-12-10,"sb.by","Belarus","In Ukraine, they announced the preparation of a military provocation against Russia",","" he wrote. So the Ukrainian deputy thinks they're trying to kill two birds: the West will have reason to impose new sanctions on Russia and try to block the ""North Flow – 2"" and the Kiev authorities will be able ""to write down their failures, hunger and colds to war"" Western media reports that Russia is allegedly preparing an invasion of Ukraine at the end of January, the deputy called the first stage of this provocation, stressing","Not","Negative","Political",2021-12-10 10:10:26,TRUE,2021-12-10 10:10:26,-1,"Political",0,-76,-6529774,-6529774,1,2,1,0,0,1
"53128",2022-03-30,"trthaber.com","Turkey","Russia will respond to Belgium's decision on diplomats","The Russian Embassy responded to the Belgian government's declaration of ""unwanted"" from Russia's embassy in Brussels yesterday on the charges of espionage of 21 Russian diplomats from the consulate in Antwerp. According to the embassy, Russian Ambassador Alexander Tokovin rejected espionage charges as ""unsolicited.""","Russian","Negative","Political",2022-03-30 12:00:00,TRUE,2022-03-30 12:00:00,-1,"Political",1,34,2980800,2980800,1,4,0,1,0,0
"17607",2022-04-07,"24.hu","Hungary","Ukrainian Foreign Affairs spokesperson sent a message, Russia was suspended in a UN council","Bodies were found during the ruins in Borogyanka village, northwest of Kiev, by Oleksij Kuleba, head of the humanitarian center of the Ukrainian capital region. The settlement was during a month during the invasion of Russian troops fighting Ukraine.","Russian","Negative","Military",2022-04-07 06:22:32,TRUE,2022-04-07 06:22:32,-1,"Military",1,42,3651752,3651752,0,3,0,1,0,0
"912",2022-02-16,"panorama.com.al","Albania","They're gonna hit him pretty hard, the Kremlin knows about this...","The European Commission's chairman has warned Russia that EU sanctions could strike hard while urging the Kremlin not to choose the war instead of diplomacy.In a speech to the European Parliament in Strasbourg, Ursula von der Leyen said EU institutions and member states were working on a powerful and comprehensive cymphat of possible sanctions in co-operation with the US, Great Britain and Britain","Russian","Negative","Political",2022-02-16 15:16:00,TRUE,2022-02-16 15:16:00,-1,"Political",0,-8,-636240,-636240,0,1,0,1,0,0
"33072",2022-03-17,"posta.com.tr","Turkey","Queen Elizabeth to Russia art boycott","The official art collection of the Queen of England was included in the cultural boycott for Russia. The Queen was not approved for the three historic swords intended for Russia.","Russian","Negative","Culture",2022-03-17 08:03:00,TRUE,2022-03-17 08:03:00,-1,"Culture",1,21,1843380,1843380,0,3,0,1,0,0
"36999",2022-01-26,"t24.com.tr","Turkey","Biden: Personal sanctions can be applied to Putin","Western leaders in the past have been avoiding the threat of personal sanctions against Putin. T24 Foreign News President Joe Biden said that if Russia invades Ukraine, they might consider applying personal sanctions to President Vladimir Putin.","Russian","Negative","Political",2022-01-26 11:31:00,TRUE,2022-01-26 11:31:00,-1,"Political",0,-29,-2464140,-2464140,0,1,0,1,0,0
"27579",2022-03-22,"timpul.md","Moldova","A servant from Kiev, detained by the Ukrainian police: He is suspected of sabotage and cooperation with the Russian army","According to a Ukrainian police communiqué, the man proved to be a supporter of Russian military actions in Ukraine. More, his apartment would have found and confiscated material evidence of possible involvement in spying activities and his","Russian","Negative","Military",2022-03-22 12:44:00,TRUE,2022-03-22 12:44:00,-1,"Military",1,26,2292240,2292240,0,3,0,0,1,1
"41574",2022-03-08,"ambebi.ge","Georgia","Russia still does not forget Lugar's laboratory - Russian lieutenant general claims that swine fever, which is spreading in Russia, turns out to have been brought to Georgia","Russia is still not running Lugar's laboratory in Georgia. In 2007, the African swine fever strain was brought to the Pentagon-affiliated Georgian Biological Laboratory with increased transmissibility, and its spread caused significant economic damage to a number of countries, including Ukraine and Poland, and they excluded pork e.","Russian","Negative","Other",2022-03-08 06:11:00,TRUE,2022-03-08 06:11:00,-1,"Other",1,12,1059060,1059060,0,3,0,0,1,1
"25416",2022-06-18,"botasot.info","Kosovo","Klitschko: Russians are dying for Putin's ambitions","Kiev Mayor Vitaly Klitschko has said Russian citizens will eventually realise that their young soldiers are dying for nothing more than Russian President Vladimir Putin's ambitions.The former world boxing champion in heavy weights was attending the funeral of a renowned 24-year-old anti-corruption activist when the comments were made.","Russian","Negative","Political",2022-06-18 23:47:00,TRUE,2022-06-18 23:47:00,-1,"Political",1,114,9935220,9935220,0,3,0,0,1,0
"8425",2022-07-27,"zerkalo.az","Azerbaijan","Netanyahu accused the Prime Minister and the Minister of Defense of Israel of having a crisis with the Russian Federation","The former Israeli Prime Minister and leader of the Likud Party, Binyamin Netanyahu, stated that the crisis in Israel's relations with the Russian Federation could lead to a threat to national security, transmitting TASS. ""We are in the midst of a dangerous crisis in Russia's and Israel's relations,"" he said.","Russian","Negative","Political",2022-07-27 05:00:02,TRUE,2022-07-27 05:00:02,-1,"Political",1,153,13237202,13237202,0,3,1,0,0,0
"1294",2022-03-09,"panorama.com.al","Albania","The war in Ukraine, the Kremlin increases pressure, the Russians start leaving the country!","As Russia faces unprecedented West sanctions due to Ukraine's invasion and the Kremlin is increasing domestic pressure on anyone questioning Moscow's war, Alexei, a Russian citizen who works in the media, decided it was time to leave the state.I therefore felt an urgent need to leave my state, Alexei, told Radio Free Europe, who refused to be identified by the full name.","Russian","Negative","Other",2022-03-09 13:04:00,TRUE,2022-03-09 13:04:00,-1,"Other",1,13,1170240,1170240,0,3,0,1,0,0
"5741",2022-06-06,"azeritimes.com","Azerbaijan","British Foreign Secretary: Russian army may be withdrawn from Ukraine shortly","The Ukrainian army can destroy the Russian military throughout the country, British Foreign Secretary Liz Truss said in an interview with BBC Radio, Report informs. “This may happen in the near future.","Not","Negative","Military",2022-06-06 12:00:00,FALSE,2022-06-06 20:00:23.019411,-1,"Military",1,102,8856000,8884823.01941061,0,3,1,0,0,0
"6633",2021-12-10,"zerkalo.az","Azerbaijan","Biden has angered NATO because of dialogue with Russia.","The Eastern European countries have criticized President Joe Biden's offer to open a dialogue between Russia and NATO on the situation around Ukraine, and Bloomberg reports with reference to an unnamed diplomat. According to the agency, such an appeal was made to the leaders of several North Atlantic Alliance members.","Not","Negative","Political",2021-12-10 06:15:49,TRUE,2021-12-10 06:15:49,-1,"Political",0,-76,-6543851,-6543851,0,1,1,0,0,0
"48064",2021-10-16,"en.armradio.am","Armenia","Under UN Charter, Armenia has the right to repel attack on its territorial integrity and sovereignty by all means - MFA","According to the UN Charter, the Republic of Armenia has the right to repel the use of force against its territorial integrity and sovereignty by all means, the Armenian Ministry of Foreign Affairs said in a statement.“Today, on November 16, the Armed Forces of Azerbaijan attacked in the eastern direction of the border of the Republic of Armenia and infiltrated into the sovereign territory of the Republic of Armenia. The offensive military operations of the Azerbaijani side resulted in human losses,” the Ministry said.","Not","Negative","Political",2021-10-16,TRUE,2021-10-16,-1,"Political",0,-131,-11318400,-11318400,1,2,1,0,0,0
"41825",2022-03-17,"ambebi.ge","Georgia","Biden called Putin a \""war criminal\"" and the Kremlin called the US president's statement \""unforgivable\"" harsh","US President Joe Biden has been a vocal critic of Russian President Vladimir Putin since and after his presidency. He does not shy away from publicly denouncing Putin as a \""murderer\"" and has now called him a \""war criminal.\"" He used the phrase in his assessment of Putin.","Russian","Negative","Political",2022-03-17 06:31:00,TRUE,2022-03-17 06:31:00,-1,"Political",1,21,1837860,1837860,0,3,0,0,1,1
"28351",2022-05-29,"timpul.md","Moldova","The Guardian: The legacy is under threat: Russia is robbing museums of Ukraine","When the Russian invasion of Ukraine began, the director of the Melitopol regional museum in the south-east of the country, Leila Ibrahimov, agreed to hide the treasure of gold artifacts from ancient Scythia. Only a few weeks later, she was abducted and interrogated by Russian forces.","Russian","Negative","Military",2022-05-29 04:02:14,TRUE,2022-05-29 04:02:14,-1,"Military",1,94,8136134,8136134,0,3,0,0,1,1
"51854",2022-06-17,"rtklive.com","Kosovo","Russian warship violated Danish territory","A Russian battleship has violated Danish territory, in Bornholm, on the night towards Friday.As the Danish Armed Forces reveal, Russian ships have again violated territory several hours later, report Scandinavian media. There is a deeply irresponsible, grave and totally unacceptable Russian provocation.","Russian","Negative","Military",2022-06-17 14:48:00,TRUE,2022-06-17 14:48:00,-1,"Military",1,113,9816480,9816480,1,4,0,0,1,0
